0.146906 0.350885 0.160512 0.850527
0.854154 0.647037 0.84618 0.344008
0.654273 0.139392 0.844645 0.857944
0.63788 0.156941 0.856334 0.857899
0.146714 0.351994 0.146814 0.849025
0.356786 0.157983 0.853833 0.149757
0.145904 0.642431 0.146494 0.151501
0.152565 0.649404 0.150087 0.154315
0.148422 0.654163 0.146904 0.145708
0.141928 0.356378 0.15725 0.845705
0.352392 0.843472 0.84898 0.665335
0.148936 0.135549 0.1379 0.35143
0.12999 0.337792 0.139929 0.85322
0.158318 0.158451 0.15835 0.351969
0.849823 0.650071 0.853307 0.353397
0.347087 0.152907 0.851636 0.154377
0.146184 0.157348 0.150636 0.361233
0.847155 0.651331 0.861976 0.349538
0.655711 0.138337 0.861449 0.850581
0.345999 0.147158 0.835179 0.157617
0.150975 0.141635 0.145251 0.356536
0.16042 0.658321 0.15551 0.143049
0.65395 0.146942 0.852075 0.856909
0.156022 0.152388 0.15032 0.349117
0.33757 0.144792 0.863243 0.150441
0.346305 0.850398 0.849441 0.653618
0.349492 0.147384 0.854749 0.152119
0.146951 0.152025 0.152958 0.355712
0.839802 0.655553 0.858636 0.348202
0.344851 0.846016 0.852937 0.647099
0.343393 0.157625 0.834653 0.14412
0.152502 0.647054 0.147896 0.153427
0.156925 0.661311 0.134425 0.148742
0.846296 0.648478 0.85767 0.353907
0.135953 0.657925 0.151313 0.153459
0.143627 0.347359 0.143278 0.856921
0.148497 0.346157 0.149415 0.850567
0.345389 0.139846 0.857444 0.153153
0.143465 0.649611 0.149685 0.146205
0.845862 0.650707 0.848615 0.343771
0.844829 0.658607 0.85045 0.351286
0.649492 0.15807 0.866042 0.855086
0.146519 0.344321 0.153238 0.849839
0.645617 0.157929 0.841863 0.843654
0.152597 0.651458 0.15308 0.155559
0.351579 0.154123 0.852419 0.146854
0.149669 0.154295 0.149128 0.347804
0.152369 0.65253 0.153518 0.139948
0.136371 0.350527 0.137849 0.865789
0.649223 0.160933 0.842807 0.852524
0.856743 0.638429 0.849471 0.340376
0.144029 0.657842 0.155996 0.149923
0.159239 0.155472 0.153362 0.352368
0.356585 0.847498 0.848995 0.653
0.151435 0.658863 0.153253 0.150057
0.14757 0.150085 0.147301 0.353175
0.153388 0.638426 0.152122 0.144551
0.855087 0.649053 0.851097 0.343912
0.151676 0.651501 0.152448 0.147214
0.347868 0.849617 0.847372 0.657839
0.84842 0.640492 0.846061 0.352445
0.153327 0.147906 0.146338 0.34078
0.357562 0.851216 0.841266 0.651299
0.150729 0.344936 0.149007 0.853877
0.154886 0.143239 0.141841 0.349846
0.139269 0.152582 0.159344 0.360363
0.342713 0.153826 0.84261 0.14802
0.643441 0.158443 0.854515 0.851503
0.147116 0.351475 0.152186 0.849656
0.167197 0.14779 0.13413 0.353125
0.640009 0.151272 0.85245 0.85783
0.643256 0.147562 0.837537 0.840449
0.147733 0.152957 0.14407 0.346815
0.15516 0.344138 0.15414 0.84639
0.145248 0.148813 0.151922 0.353935
0.156578 0.652147 0.158164 0.164535
0.652341 0.150762 0.847384 0.860036
0.154263 0.14665 0.155489 0.347434
0.139602 0.344757 0.145171 0.849851
0.147733 0.636939 0.156629 0.144106
0.161088 0.351089 0.152279 0.841577
0.34831 0.843476 0.848207 0.647096
0.142558 0.354985 0.156137 0.846394
0.645677 0.152982 0.859127 0.853415
0.860136 0.646694 0.843716 0.345232
0.145156 0.360256 0.157809 0.846237
0.3483 0.15372 0.848953 0.152314
0.342035 0.148322 0.849425 0.167172
0.161909 0.653642 0.153527 0.156806
0.64147 0.150103 0.859399 0.85618
0.154054 0.655922 0.147776 0.14817
0.154947 0.656109 0.152137 0.155113
0.845576 0.648062 0.84502 0.344436
0.848076 0.653743 0.841867 0.339518
0.151817 0.155018 0.15654 0.351612
0.647337 0.144566 0.863664 0.850751
0.348476 0.141937 0.851563 0.142972
0.849413 0.639295 0.838607 0.357546
0.147942 0.15475 0.149775 0.343342
0.152201 0.653832 0.144639 0.160215
0.152665 0.348419 0.167674 0.85184
0.149365 0.637725 0.150984 0.146054
0.355591 0.845856 0.852648 0.648088
0.146005 0.352367 0.16269 0.848603
0.344243 0.140888 0.854818 0.152009
0.159393 0.363234 0.146684 0.843381
0.654028 0.153339 0.863146 0.852465
0.368182 0.847111 0.849926 0.649042
0.14987 0.362453 0.155015 0.848259
0.64975 0.149256 0.85245 0.84681
0.356451 0.148002 0.849204 0.156895
0.14494 0.357984 0.16083 0.847972
0.349162 0.850004 0.849743 0.642225
0.640848 0.144461 0.862707 0.852651
0.150217 0.647361 0.145415 0.151336
0.353794 0.853767 0.845728 0.651439
0.353524 0.153401 0.849564 0.14598
0.157446 0.164176 0.148652 0.36586
0.645352 0.151785 0.853996 0.856089
0.348609 0.850551 0.854045 0.660153
0.157517 0.143924 0.161399 0.362439
0.341785 0.85407 0.852318 0.649756
0.640704 0.156323 0.855575 0.847873
0.148675 0.652928 0.143983 0.149395
0.141743 0.649524 0.147616 0.150625
0.34628 0.86026 0.867925 0.646416
0.857038 0.642967 0.852278 0.348437
0.855071 0.657574 0.85557 0.344496
0.143524 0.346437 0.154078 0.848479
0.147217 0.344842 0.148951 0.848724
0.653535 0.145301 0.84412 0.840869
0.14591 0.658676 0.146394 0.153766
0.150147 0.656435 0.15257 0.143115
0.851032 0.644625 0.846479 0.360865
0.35193 0.844911 0.845591 0.641586
0.155133 0.355865 0.153014 0.845702
0.15211 0.649314 0.141571 0.142724
0.1531 0.156867 0.147342 0.353966
0.353463 0.844308 0.857346 0.655111
0.350724 0.132539 0.859346 0.149963
0.153728 0.350849 0.153886 0.842001
0.353562 0.83968 0.853743 0.640315
0.86139 0.649848 0.851866 0.354221
0.841664 0.657389 0.86105 0.340026
0.359259 0.150658 0.849227 0.146642
0.350564 0.848809 0.849416 0.652234
0.652783 0.158925 0.849185 0.852151
0.844756 0.64935 0.849973 0.344809
0.3509 0.848097 0.850847 0.654557
0.354423 0.845829 0.842863 0.656597
0.346209 0.151331 0.849441 0.158983
0.146583 0.657912 0.141006 0.16369
0.645919 0.147066 0.840665 0.852975
0.349854 0.13734 0.846908 0.156147
0.160077 0.149176 0.162871 0.345961
0.852837 0.646444 0.859184 0.349954
0.148838 0.647402 0.147834 0.148173
0.162868 0.149304 0.150104 0.352689
0.659678 0.144889 0.857194 0.848744
0.862281 0.644493 0.854459 0.353203
0.143143 0.65848 0.146987 0.148467
0.857654 0.648615 0.847274 0.347868
0.84668 0.653937 0.849461 0.337872
0.142882 0.660843 0.155905 0.152466
0.852814 0.650419 0.846929 0.358738
0.150809 0.653554 0.141651 0.152721
0.143475 0.147105 0.147467 0.350801
0.65202 0.143958 0.86506 0.844012
0.142344 0.346475 0.150875 0.8445
0.650393 0.158408 0.85175 0.857294
0.149257 0.160724 0.146103 0.353139
0.349386 0.84618 0.838828 0.650741
0.137372 0.64932 0.146272 0.151539
0.142603 0.643068 0.143976 0.156623
0.332493 0.836819 0.844505 0.642929
0.846544 0.648782 0.851341 0.350287
0.644777 0.14783 0.848515 0.844288
0.146801 0.153121 0.140401 0.350909
0.852223 0.658343 0.853673 0.351361
0.351008 0.843772 0.859243 0.660316
0.856085 0.662768 0.84155 0.357226
0.856297 0.648741 0.851404 0.3587
0.852087 0.644799 0.836873 0.343072
0.145871 0.140055 0.143186 0.347798
0.351607 0.15247 0.840593 0.150634
0.657847 0.147733 0.854424 0.838532
0.160372 0.146527 0.143141 0.354374
0.14154 0.6492 0.148358 0.14796
0.153429 0.351165 0.151154 0.841247
0.861811 0.646962 0.849199 0.353219
0.162435 0.154476 0.136306 0.348988
0.338079 0.835756 0.859237 0.648156
0.647851 0.148379 0.846775 0.845822
0.638353 0.154023 0.852969 0.842644
0.856893 0.651072 0.845923 0.36081
0.353407 0.855324 0.843366 0.647846
0.852581 0.64932 0.854802 0.348675
0.352946 0.152939 0.853168 0.161146
0.147582 0.150229 0.141339 0.349884
0.149293 0.345183 0.155129 0.843908
0.644584 0.153126 0.865671 0.843184
0.844787 0.643326 0.843212 0.346892
0.353768 0.155475 0.856741 0.15021
0.14923 0.143254 0.158086 0.34908
0.653653 0.154583 0.854771 0.853018
0.848492 0.647592 0.844317 0.348127
0.147411 0.353049 0.141678 0.860479
0.141083 0.155849 0.141165 0.34734
0.139152 0.149111 0.143435 0.349667
0.65417 0.151333 0.853164 0.856067
0.841576 0.65191 0.845755 0.354777
0.654606 0.161135 0.853775 0.849699
0.16258 0.659869 0.14252 0.155635
0.158978 0.353095 0.144093 0.838864
0.141286 0.346955 0.150884 0.860968
0.845061 0.655469 0.848126 0.346661
0.852999 0.64615 0.838462 0.34225
0.637968 0.15367 0.842744 0.855034
0.861787 0.653046 0.855908 0.346507
0.645803 0.149163 0.846097 0.850503
0.152502 0.655218 0.154506 0.141208
0.350887 0.846992 0.848399 0.656338
0.842274 0.649708 0.850664 0.364926
0.852961 0.64401 0.845558 0.357464
0.157388 0.650166 0.152702 0.143505
0.14566 0.358114 0.14763 0.854185
0.150892 0.651794 0.130484 0.155598
0.144456 0.655021 0.145173 0.153532
0.357336 0.144009 0.854435 0.149553
0.850263 0.649425 0.857454 0.344931
0.149223 0.652561 0.151501 0.152059
0.84932 0.642425 0.850295 0.352284
0.357668 0.153734 0.847848 0.158396
0.651801 0.142393 0.855112 0.851573
0.137413 0.649779 0.147524 0.157313
0.16207 0.651363 0.160606 0.153014
0.654367 0.144542 0.857417 0.856719
0.344888 0.140502 0.844371 0.15004
0.153926 0.346088 0.146609 0.849137
0.34047 0.847556 0.856598 0.653911
0.158978 0.344945 0.149348 0.847518
0.339982 0.157862 0.847394 0.151588
0.851177 0.658901 0.852675 0.36085
0.141958 0.650525 0.152187 0.145121
0.137882 0.140943 0.143573 0.357765
0.142848 0.655716 0.148046 0.151547
0.148627 0.341894 0.150987 0.840352
0.347144 0.84401 0.852361 0.644893
0.348987 0.845287 0.840078 0.644163
0.848438 0.659375 0.855306 0.36162
0.162339 0.33996 0.145273 0.856762
0.151699 0.142304 0.15796 0.35466
0.632979 0.14316 0.844542 0.851728
0.640737 0.154131 0.859497 0.846312
0.344416 0.846089 0.855693 0.643541
0.361697 0.144814 0.846552 0.145666
0.35122 0.852891 0.846116 0.637159
0.349412 0.854719 0.862502 0.659828
0.646611 0.144577 0.862838 0.856161
0.149936 0.637975 0.152298 0.131441
0.134154 0.144599 0.14201 0.348774
0.847204 0.64574 0.850367 0.353499
0.149873 0.356678 0.139839 0.85444
0.848337 0.648451 0.842854 0.35403
0.346608 0.1388 0.842045 0.147368
0.145535 0.362698 0.146353 0.849886
0.146169 0.652474 0.148844 0.153172
0.156755 0.65617 0.148046 0.15822
0.150406 0.155685 0.151609 0.363194
0.142369 0.346087 0.153629 0.84901
0.352754 0.142126 0.862451 0.159152
0.358475 0.154288 0.847783 0.134168
0.132475 0.649368 0.143053 0.146569
0.65055 0.146621 0.854563 0.848266
0.160955 0.349588 0.162944 0.847066
0.847211 0.645026 0.851271 0.356179
0.358225 0.141632 0.84163 0.143776
0.137203 0.360292 0.148081 0.849527
0.648347 0.134359 0.837811 0.852303
0.646969 0.152426 0.850164 0.847743
0.352318 0.152904 0.841617 0.155393
0.835178 0.656622 0.853198 0.348688
0.349291 0.843346 0.840261 0.650643
0.146272 0.639485 0.154498 0.161313
0.159343 0.144396 0.149528 0.352506
0.152869 0.353849 0.142875 0.839639
0.14595 0.156417 0.156729 0.345558
0.645335 0.144451 0.836859 0.84785
0.347292 0.150986 0.849144 0.15385
0.153921 0.146383 0.138965 0.351981
0.139933 0.351793 0.137281 0.847158
0.643496 0.148134 0.840705 0.848491
0.144015 0.342189 0.147779 0.855584
0.152908 0.147283 0.148045 0.34933
0.354436 0.850124 0.852836 0.645155
0.342826 0.156818 0.843367 0.143744
0.645991 0.157511 0.838755 0.851415
0.159564 0.643235 0.156479 0.161828
0.145044 0.152423 0.138786 0.352433
0.358469 0.852426 0.853818 0.656475
0.654371 0.147774 0.838995 0.85343
0.147831 0.36047 0.157936 0.861384
0.845184 0.657651 0.86128 0.35709
0.345335 0.150645 0.845415 0.157795
0.15299 0.339634 0.151962 0.844764
0.154816 0.144922 0.155723 0.356333
0.147141 0.356174 0.144345 0.84642
0.350461 0.84712 0.858133 0.657668
0.1438 0.150079 0.157182 0.356168
0.157108 0.659379 0.151246 0.14468
0.14658 0.648331 0.146697 0.156382
0.153711 0.349389 0.159852 0.838575
0.155511 0.342883 0.146965 0.851081
0.848799 0.649579 0.846069 0.33456
0.862319 0.654989 0.846213 0.354111
0.150852 0.152399 0.15569 0.350087
0.154517 0.14096 0.144078 0.345898
0.161669 0.654418 0.146815 0.147795
0.65042 0.149931 0.838702 0.844044
0.343034 0.845998 0.843662 0.650035
0.346409 0.144473 0.845779 0.150788
0.64937 0.149961 0.850908 0.844682
0.346241 0.851538 0.839846 0.650352
0.142878 0.662495 0.147356 0.155803
0.150671 0.351598 0.152799 0.855875
0.8488 0.642261 0.858915 0.341355
0.348624 0.155067 0.850354 0.142754
0.349707 0.150161 0.848929 0.155373
0.145683 0.150454 0.142868 0.339205
0.146975 0.644793 0.147553 0.14524
0.845003 0.655334 0.857174 0.352213
0.345078 0.144834 0.849755 0.156802
0.855823 0.642139 0.85263 0.34712
0.143688 0.64344 0.148649 0.157098
0.650587 0.150809 0.850252 0.84984
0.346064 0.851675 0.850425 0.650125
0.353676 0.847385 0.854122 0.65782
0.351244 0.160238 0.84444 0.140004
0.846212 0.656096 0.858013 0.359997
0.343935 0.143762 0.846104 0.149734
0.151468 0.156095 0.15832 0.34873
0.148872 0.357569 0.152161 0.856029
0.350151 0.843777 0.860756 0.646682
0.652699 0.148206 0.858035 0.850997
0.14871 0.142085 0.155938 0.341837
0.63715 0.14368 0.855613 0.843737
0.150298 0.140779 0.151316 0.339511
0.854398 0.649623 0.857736 0.350234
0.652959 0.160616 0.844734 0.859533
0.330185 0.852715 0.856597 0.649103
0.364047 0.853816 0.850389 0.647235
0.140215 0.156682 0.145408 0.351902
0.841263 0.643599 0.84937 0.3629
0.640377 0.148876 0.856347 0.852287
0.147776 0.151187 0.153741 0.353702
0.15012 0.657616 0.155486 0.156152
0.647336 0.155081 0.856154 0.83658
0.645957 0.152981 0.86516 0.847465
0.149032 0.653158 0.154422 0.148752
0.353617 0.85226 0.851353 0.648327
0.149235 0.348138 0.147298 0.841475
0.653952 0.15229 0.843085 0.846791
0.151142 0.154994 0.151455 0.361358
0.637872 0.149695 0.862096 0.847212
0.840399 0.65637 0.844365 0.356671
0.652184 0.159123 0.841809 0.848837
0.360271 0.839861 0.845126 0.643244
0.638808 0.143998 0.83998 0.854769
0.353702 0.156957 0.859637 0.155954
0.149086 0.659265 0.151303 0.142299
0.348059 0.157618 0.846689 0.1474
0.155363 0.656394 0.157948 0.15239
0.351735 0.855696 0.840633 0.641668
0.339591 0.142921 0.851088 0.147731
0.351722 0.849578 0.837493 0.648308
0.353579 0.846861 0.858461 0.644491
